state,city,2010population,2011population,2012population,2013population,2014population,2015population,2016population, populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,countDNR,countZero,countReport
Illinois,Waukegan,89900,No Data,89468,88763,88747,88855,88337,88337,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Wisconsin,Waukesha,68680,71026,71049,70988,71093,71686,72223,72223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Oklahoma,Waukomis,1237,1300,1295,1313,1340,1372,1381,1381,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
Iowa,Waukon,No Data,No Data,No Data,3861,3858,3766,3701,3701,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0
Wisconsin,Waunakee,11920,12150,12326,12829,13017,13307,13556,13556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Wisconsin,Waupaca,5868,6095,6115,6036,6020,6003,6001,6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Wisconsin,Waupun,10564,11389,11379,11279,11326,11385,11342,11342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,26,2
Oklahoma,Waurika,1950,2086,2088,2018,2038,1976,1974,1974,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0
Wisconsin,Wausau,38429,39276,39313,39176,39359,39351,39091,39091,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4
Ohio,Wauseon,7209,7337,7301,7301,7292,7316,7311,7311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,1
Wisconsin,Wautoma,2047,2228,2227,2216,2163,2138,2120,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Wisconsin,Wauwatosa,45229,46598,46748,47273,47306,47235,No Data,47235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,4,24,0
Mississippi,Waveland,5592,6459,No Data,No Data,No Data,No Data,No Data,6459,0,0,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Iowa,Waverly,2128,2175,2174,2114,2072,2064,2057,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Georgia,Waverly Hall,773,745,749,737,735,726,842,842,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
Pennsylvania,Waverly Township,54235,1749,1744,1750,1754,1752,1708,1708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,2,25,1
New York,Waverly Village,4216,4464,4461,4337,4344,4267,4231,4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Texas,Waxahachie,30368,30244,30676,31530,32053,33012,34152,34152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
North Carolina,Waxhaw,4355,9984,10167,10481,11678,13593,14367,14367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Georgia,Waycross,14182,14842,14875,14206,14149,14045,13934,13934,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0, DNR,0,0,0, DNR,0,0,0,0,4,24,0
Massachusetts,Wayland,13396,13073,13248,13411,13592,4154,4184,4184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
New York,Wayland Village,1746,1873,No Data,1842,1843,1827,1804,1804,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Pennsylvania,Waymart,1417,1345,1352,1288,1286,1275,1267,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0, DNR,0,0,0,0,0,2,26,0
Michigan,Wayne,1168,1415,1425,896,17067,901,900,900,0,DNR,0,DNR,0,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,0,0, DNR, DNR, DNR, DNR, DNR,0,0,9,19,0
Illinois,Wayne City,1034,1035,No Data,No Data,No Data,No Data,No Data,1035,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,20,8,0
New Jersey,Wayne Township,54234,54899,55071,54917,2554,2534,55023,55023,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,2,25,1
Pennsylvania,"Wayne Township, Lawrence County",No Data,No Data,No Data,2571,No Data,No Data,2509,2509,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,21,7,0
Georgia,Waynesboro,22606,21257,21546,21175,21321,21384,2380,2380,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Ohio,Waynesburg,4196,4189,4333,4106,4105,4122,4021,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0, DNR,0, DNR,0,0,0,0,3,25,0
Ohio,Waynesfield,No Data,848,845,No Data,No Data,No Data,No Data,845,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,26,2,0
Missouri,Waynesville,10261,2836,2863,9776,5415,9740,9801,9801,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0
Oklahoma,Waynoka,906,937,921,917,948,976,974,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,3,25,0
Minnesota,Wayzata,No Data,3716,3764,3805,4363,4661,6627,6627,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,18,1
New Hampshire,Weare,9240,8797,8824,8901,8916,8954,8937,8937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Missouri,Weatherby Lake,1915,1729,1757,1790,1806,1828,1872,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Oklahoma,Weatherford,28325,25781,25940,26702,27427,12293,29422,29422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,Weatherly,2604,2533,2526,2495,2492,2469,2450,2450,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,2,26,0
Ohio,Weathersfield,2875,2828,2822,2806,2787,2784,2765,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Alabama,Weaver,2972,3053,No Data,No Data,No Data,No Data,No Data,3053,0,0,0,0,DNR,DNR,1,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,23,4,1
North Carolina,Weaverville,3118,3160,3752,3814,3899,3952,3988,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Alabama,Webb,1417,No Data,No Data,No Data,No Data,No Data,No Data,1417,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Missouri,Webb City,11795,11036,11116,10777,10977,11085,11192,11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New York,Webb Town,No Data,No Data,No Data,No Data,1837,1824,1817,1817,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,19,9,0
Oklahoma,Webbers Falls,No Data,No Data,No Data,No Data,No Data,602,597,597,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR,0,0,0,0,0,0,22,6,0
Virginia,Weber City,1305,1343,1329,1285,1282,1264,1251,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Massachusetts,Webster,10754,10619,10780,11116,11099,11236,11213,11213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Iowa,Webster City,7664,8112,8031,7830,7836,7725,7768,7768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Missouri,Webster Groves,22106,23079,23032,23078,23258,23236,23216,23216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New York,Webster Town and Village,41839,42833,42936,43777,44230,44211,44487,44487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,1
California,Weed,3023,3002,2970,2927,2894,2836,2479,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New York,Weedsport Village,1867,1823,1819,1797,1796,1775,1751,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New Jersey,Weehawken Township,12351,12596,12758,12937,13579,14184,14284,14284,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0, DNR,0,0,0,1,22,5
Texas,Weimar,2001,2196,2177,2128,2139,2129,2163,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Arkansas,Weiner,715,721,717,699,695,692,683,683,0,0,0,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Kansas,Weir,707,No Data,No Data,No Data,No Data,No Data,No Data,707,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,25,3,0
West Virginia,Weirton,18717,19771,19652,19435,19476,19273,19067,19067,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24,4
Idaho,Weiser,5181,5568,5575,5399,5292,5321,5281,5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,Weissport,427,No Data,No Data,No Data,402,395,No Data,395,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,22,6,0
Florida,Welaka,800,711,708,688,682,No Data,No Data,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,8,20,0
West Virginia,Welch,2174,2409,2366,2303,2154,No Data,No Data,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,10,18,0
North Carolina,Weldon,1641,1676,1651,1621,1604,1580,1574,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Oklahoma,Weleetka,903,1009,1017,1005,1002,985,984,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Massachusetts,Wellesley,27143,28153,28402,29053,29412,29684,29049,29049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Massachusetts,Wellfleet,2820,2767,2772,2747,2737,2756,2737,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
South Carolina,Wellford,2618,2406,2423,2427,2444,2538,2549,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Florida,Wellington,1548,1708,1693,7945,796,783,785,785,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0, DNR, DNR,0, DNR, DNR,0,0,0,0,0,0,5,23,0
Maine,Wells,10005,2361,2351,2275,2256,2257,2231,2231,0,0,0,0,DNR,DNR,DNR,0,0,0,DNR,DNR, DNR, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0,9,19,0
Ohio,Wells Township,2764,2837,2799,2755,2729,2718,2706,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,1,27,0
Pennsylvania,Wellsboro,3254,3273,3302,3300,3373,3342,3295,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
West Virginia,Wellsburg,2585,2809,2778,2760,2743,2708,2685,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Missouri,Wellston,5923,5667,5657,5577,5536,2330,5459,5459,0,0,0,DNR,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0
Kansas,Wellsville,3845,3544,1222,3468,3439,3423,1138,1138,0,0,0,DNR,0,0,DNR,DNR,0,0,0,0, DNR, DNR, DNR,0, DNR, DNR,0,0, DNR, DNR,0,0,0,0,0,0,10,18,0
New York,Wellsville Village,4728,4700,4687,4574,4576,4528,4506,4506,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1
Arizona,Wellton,1891,No Data,No Data,No Data,2914,2973,2944,2944,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0
Washington,Wenatchee,30287,32426,32690,32677,32820,33525,33920,33920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Idaho,Wendell,5612,5919,6095,6248,6200,6259,6368,6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Massachusetts,Wenham,4705,4905,4948,5045,5114,5240,5198,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,Wenona,No Data,No Data,No Data,No Data,No Data,No Data,975,975,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,24,4,0
New Jersey,Wenonah,2376,2286,2296,2263,2263,2240,2237,2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,27,0
Missouri,Wentzville,27351,29176,29506,31820,33282,35084,36938,36938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Texas,Weslaco,35244,36421,37271,37248,37458,38109,39987,39987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,1
Pennsylvania,Wesleyville,3310,3352,3347,3296,3254,3227,3204,3204,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0, DNR,5,23,0
Texas,West,2710,2866,2849,2836,2839,2956,2898,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Ohio,West Alexandria,1275,1341,1352,1355,1350,1341,1334,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Wisconsin,West Allis,60502,60674,60870,60830,60764,60633,60558,60558,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2
New Jersey,West Amwell Township,3002,3853,3851,3763,2796,2789,2767,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,27,0
Wisconsin,West Bend,30362,31213,31275,31666,31647,31816,No Data,31816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,4,24,0
Alabama,West Blocton,1422,No Data,No Data,No Data,No Data,No Data,No Data,1422,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Michigan,West Bloomfield Township,63345,64641,65157,65840,66222,66274,66123,66123,0,0,0,1,1,2,2,3,2,2,2,1,5,2,2,0,0,0,1,2,0,0,1,2,1,2,4,2,0,8,20
Utah,West Bountiful,5354,5367,5429,5345,5398,5488,5559,5559,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,23,5
Massachusetts,West Boylston,8085,7716,7759,7821,7971,7913,7895,7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Iowa,West Branch,1799,2137,2129,2110,2089,2063,2054,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,West Brandywine Township,8049,7418,7473,7446,7443,7473,7482,7482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,0,0,0,2,26,0
Massachusetts,West Bridgewater,6619,6958,7016,6966,7018,7096,7097,7097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Massachusetts,West Brookfield,3821,No Data,3746,No Data,3784,3779,No Data,3779,0,0,0,DNR,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,17,11,0
Pennsylvania,West Brownsville,1022,995,995,992,987,976,971,971,0,0,0,0,0,0,0,DNR,0,0,0,DNR,0,0, DNR, DNR,0,0,0,0,0,0,0, DNR,0,0,0, DNR,6,22,0
Kentucky,West Buechel,No Data,No Data,1242,1255,1270,1272,1277,1277,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,17,2
Iowa,West Burlington,3383,2984,2967,3027,3027,3062,3055,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New Jersey,West Caldwell Township,10392,10795,10828,10878,10911,11070,11057,11057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,26,1
Pennsylvania,West Caln Township,8657,9043,9109,9081,9053,9101,9097,9097,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0, DNR,0,0,0,0,0,4,24,0
New Jersey,West Cape May,981,1027,1022,1022,1019,1013,1015,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,West Carroll Township,1339,1300,1287,1272,1258,1244,1234,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Ohio,West Carrollton,12556,13153,13203,13079,No Data,12983,No Data,12983,0,0,DNR,0,0,0,DNR,DNR,0,0,DNR,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,1,DNR,DNR,DNR,DNR,18,9,1
New York,West Carthage Village,2175,2021,No Data,No Data,No Data,No Data,2075,2075,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,18,10,0
Pennsylvania,West Chester,18578,18520,19279,18988,19095,19374,20129,20129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Ohio,West Chester Township,56305,58638,58897,59435,59629,60365,61080,61080,0,0,0,0,0,0,DNR,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,23,4
Illinois,West Chicago,26470,27168,27286,27659,27636,27578,27490,27490,DNR,DNR,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,21,2
Illinois,West City,761,No Data,663,661,652,651,652,652,DNR,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0
Pennsylvania,West Cocalico Township,7265,7303,7354,7315,7377,7395,7439,7439,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,2,26,0
South Carolina,West Columbia,4185,3987,4052,3907,3912,3953,3941,3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Minnesota,West Concord,No Data,No Data,No Data,No Data,No Data,No Data,772,772,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,27,1,0
Pennsylvania,West Conshohocken,1513,1324,1330,1333,1396,1396,1393,1393,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,3,25,0
Pennsylvania,West Cornwall Township,2052,1982,1958,1974,1969,1987,1997,1997,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,2,26,0
California,West Covina,105395,107345,107861,107867,108136,109030,108950,108950,1,0,1,0,1,3,0,0,0,1,3,2,3,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,13,15
Pennsylvania,West Deer Township,12079,11809,11816,11880,11873,11933,11975,11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0, DNR, DNR,4,24,0
New Jersey,West Deptford Township,22482,21749,21847,21497,21490,21276,21257,21257,0,2,4,0,1,1,1,4,0,3,0,0,3,1,1,0,1,0,0,1,0,1,1,2, DNR,1,0,0,1,11,16
Iowa,West Des Moines,58600,56905,58134,60068,62359,65006,65631,65631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1
Illinois,West Dundee,8220,7353,7405,7411,7375,7405,7406,7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,West Earl Township,7975,7893,7946,7981,8051,8150,8195,8195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,1,27,0
Pennsylvania,West Elizabeth,519,No Data,No Data,No Data,No Data,No Data,No Data,519,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Pennsylvania,West Fallowfield Township,2621,2574,2594,2584,2580,2589,2602,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
North Dakota,West Fargo,26409,26266,26894,28018,30970,33433,35389,35389,0,0,0,0,1,2,1,2,0,2,2,1,1,2,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,14,14
Arkansas,West Fork,2365,2335,2385,2426,2503,2552,2587,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,West Frankfort,No Data,No Data,8196,8126,8092,8025,8044,8044,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,1
Pennsylvania,West Goshen Township,22211,21936,22096,22970,23130,23354,23398,23398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Rhode Island,West Greenwich,6531,6128,6106,6085,6122,6117,6132,6132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,West Grove Borough,2808,2863,2884,2867,2858,2865,No Data,2865,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,DNR,DNR,DNR,DNR,6,22,0
Connecticut,West Hartford,61603,63385,63487,63276,63360,63301,62979,62979,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,16,12
