agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Bald Knob,Cities,ARKANSAS,2910,27,0,1,6,0,0,3
Baldwin,Nonmetropolitan Counties,ALABAMA,2344,19,8,1,4,2,0,3
Baldwin Borough,Cities,PENNSYLVANIA,19828,25,2,1,6,0,0,4
Baldwin City,Cities,KANSAS,4544,19,1,8,4,0,2,3
Baldwin Park,Cities,CALIFORNIA,77400,22,0,6,5,0,1,4
Baldwin Township,Cities,PENNSYLVANIA,1962,16,7,5,4,1,1,3
Baldwinsville Village,Cities,NEW YORK,7805,27,0,1,6,0,0,3
Ball,Cities,Louisiana,4014,4,0,24,1,0,6,3
Ball Ground,Cities,GEORGIA,1784,26,1,1,6,0,6,3
Ballard,Nonmetropolitan Counties,KENTUCKY,No Data,23,0,5,5,0,1,-1
Ballinger,Cities,TEXAS,3767,27,0,1,6,0,0,3
Ballston Spa Village,Cities,NEW YORK,5366,26,0,2,6,0,0,3
Ballwin,Cities,MISSOURI,30609,27,0,1,6,0,0,4
Bally,Cities,PENNSYLVANIA,1105,25,2,1,6,0,0,3
Balsam Lake,Cities,Wisconsin,988,11,0,17,2,0,4,2
Baltimore,Cities,MARYLAND,2970,25,2,1,6,0,0,3
Baltimore City Sheriff,Cities,MARYLAND,No Data,27,0,1,6,0,0,-1
Baltimore County,Metropolitan Counties,MARYLAND,No Data,27,0,1,6,0,0,-1
Baltimore County Police Department,Metropolitan Counties,MARYLAND,No Data,11,0,17,2,0,4,-1
Bamberg,Cities,SOUTH CAROLINA,No Data,27,0,1,6,0,0,-1
Bancroft,Cities,Michigan,518,19,0,9,4,0,2,2
Bandera,Metropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Bandon,Cities,OREGON,3125,7,0,21,1,0,5,3
Baneberry,Cities,TENNESSEE,526,27,0,1,6,0,0,2
Bangor,Cities,MAINE,1498,27,0,1,6,0,0,3
Bangs,Cities,TEXAS,1575,27,0,1,6,0,0,3
Banks,Nonmetropolitan Counties,GEORGIA,1965,26,1,1,6,0,0,3
Banner Elk,Cities,NORTH CAROLINA,1163,27,0,1,6,0,0,3
Banning,Cities,CALIFORNIA,31191,23,0,5,5,0,1,4
Bannock,Metropolitan Counties,IDAHO,No Data,25,2,1,6,0,0,-1
Bannockburn,Cities,ILLINOIS,1569,27,0,1,6,0,0,3
Bar Harbor,Cities,MAINE,5339,25,0,3,6,0,0,3
Baraboo,Cities,WISCONSIN,12174,27,0,1,6,0,0,4
Baraga,Nonmetropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Barber,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Barberton,Cities,Ohio,26172,15,0,13,3,0,3,4
Barbour,Nonmetropolitan Counties,ALABAMA,No Data,15,0,13,3,0,3,-1
Barboursville,Cities,WEST VIRGINIA,4091,25,0,3,6,0,0,3
Barbourville,Cities,KENTUCKY,3174,26,0,2,6,0,0,3
Bardstown,Cities,KENTUCKY,13181,19,0,9,4,0,2,4
Bardwell,Cities,KENTUCKY,688,27,0,1,6,0,0,2
Bargersville,Cities,INDIANA,6554,9,3,16,2,0,4,3
Barling,Cities,ARKANSAS,4748,27,0,1,6,0,0,3
Barnegat Light,Cities,NEW JERSEY,575,26,1,1,6,0,0,2
Barnegat Township,Cities,NEW JERSEY,22272,22,1,5,5,0,1,4
Barnes,Nonmetropolitan Counties,NORTH DAKOTA,No Data,26,0,2,6,0,0,-1
Barnesville,Cities,GEORGIA,4112,22,5,1,5,1,0,3
Barneveld,Cities,Wisconsin,1233,19,0,9,4,0,2,3
Barnsdall,Cities,Oklahoma,1203,3,0,25,0,0,6,3
Barnstable,Cities,MASSACHUSETTS,43974,14,0,14,3,0,6,4
Barnstead,Cities,NEW HAMPSHIRE,4615,27,0,1,6,0,0,3
Barnwell,Cities,SOUTH CAROLINA,No Data,27,0,1,6,0,0,-1
Baroda Lake Township,Cities,MICHIGAN,870,4,0,24,1,0,6,2
Baroda-Lake Township,Cities,Michigan,3774,23,0,5,5,0,1,3
Barre,Cities,MASSACHUSETTS,8687,26,0,2,6,0,0,3
Barre Town,Cities,VERMONT,7791,26,0,2,6,0,0,3
Barren,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Barrett Township,Cities,PENNSYLVANIA,4062,19,5,4,4,1,1,3
Barrington,Cities,NEW HAMPSHIRE,16218,27,0,1,6,0,0,4
Barrington Hills,Cities,ILLINOIS,4256,23,0,5,5,0,1,3
Barron,Cities,WISCONSIN,No Data,27,0,1,6,0,0,-1
Barrow,Metropolitan Counties,GEORGIA,No Data,7,1,20,1,0,5,-1
Barry,Metropolitan Counties,MICHIGAN,No Data,27,0,1,6,0,0,-1
Barry Township,Cities,MICHIGAN,3413,27,0,1,6,0,0,3
Barryton,Cities,MICHIGAN,357,26,1,1,6,0,0,2
Barstow,Cities,CALIFORNIA,23894,25,0,3,6,0,0,4
Bartholomew,Metropolitan Counties,INDIANA,No Data,27,0,1,6,0,0,-1
Bartlesville,Cities,OKLAHOMA,36753,23,0,5,5,0,1,4
Bartlett,Cities,ILLINOIS,58897,27,0,1,6,0,0,4
Barton,Nonmetropolitan Counties,KANSAS,No Data,20,7,1,5,1,0,-1
Bartonville,Cities,ILLINOIS,1702,23,0,5,5,0,1,3
Bartow,Cities,FLORIDA,No Data,26,1,1,6,0,1,-1
Barwick,Cities,GEORGIA,376,15,1,12,3,0,3,2
Basalt,Cities,COLORADO,3900,25,0,3,6,0,0,3
Basehor,Cities,KANSAS,5563,26,0,2,6,0,0,3
Basile,Cities,LOUISIANA,1815,21,2,5,5,0,1,3
Basin,Cities,WYOMING,1319,17,3,8,4,0,2,3
Bastrop,Cities,LOUISIANA,No Data,27,0,1,6,0,0,-1
Batavia,Cities,ILLINOIS,1654,27,0,1,6,0,0,3
Bates,Metropolitan Counties,MISSOURI,No Data,27,0,1,6,0,0,-1
Bates City,Cities,MISSOURI,219,19,4,5,4,1,1,2
Batesburg-Leesville,Cities,SOUTH CAROLINA,5457,25,0,3,6,0,0,3
Batesville,Cities,INDIANA,10732,13,6,9,3,1,2,4
Bath,Cities,MAINE,No Data,27,0,1,6,0,0,-1
Bath Township,Cities,MICHIGAN,12552,24,2,2,6,0,0,4
"Bath Township, Summit County",Cities,OHIO,9896,23,0,5,5,0,1,3
Bath Village,Cities,NEW YORK,5605,27,0,1,6,0,0,3
Baton Rouge,Cities,Louisiana,228389,6,0,22,1,0,5,5
Battle Creek,Cities,MICHIGAN,60904,17,0,11,4,0,2,4
Battle Ground,Cities,WASHINGTON,19734,25,0,3,6,0,0,4
Battlefield,Cities,MISSOURI,6083,26,0,2,6,0,0,3
Baudette,Cities,Minnesota,1055,0,3,25,0,0,6,3
Baxley,Cities,GEORGIA,4452,25,2,1,6,0,0,3
Baxter,Nonmetropolitan Counties,ARKANSAS,1388,24,3,1,6,0,0,3
Baxter Springs,Cities,KANSAS,3989,26,0,2,6,0,0,3
Bay,Cities,ARKANSAS,No Data,27,0,1,6,0,0,-1
Bay City,Cities,MICHIGAN,17595,26,0,2,6,0,0,4
Bay Harbor Islands,Cities,FLORIDA,5907,20,0,8,5,0,2,3
Bay Head,Cities,NEW JERSEY,971,26,1,1,6,0,2,2
Bay Minette,Cities,ALABAMA,8083,5,3,20,1,0,5,3
Bay View,Cities,OHIO,609,26,1,1,6,0,5,2
Bay Village,Cities,OHIO,15346,15,4,9,3,1,2,4
Bayard,Cities,NEW MEXICO,1136,12,3,13,3,0,3,3
Bayfield,Cities,COLORADO,No Data,27,0,1,6,0,0,-1
Baylor,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Bayonne,Cities,NEW JERSEY,66629,21,1,6,5,0,1,4
Bayou La Batre,Cities,ALABAMA,3253,4,0,24,1,0,6,3
Bayou Vista,Cities,TEXAS,1603,27,0,1,6,0,0,3
Bayport,Cities,Minnesota,3763,17,6,5,4,1,1,3
Bayside,Cities,WISCONSIN,4417,24,3,1,6,0,0,3
Baytown,Cities,TEXAS,77224,21,4,3,5,1,0,4
Bazetta Township,Cities,Ohio,5683,21,2,5,5,0,1,3
Beach City,Cities,OHIO,1007,12,15,1,3,3,0,3
Beach Haven,Cities,NEW JERSEY,1168,26,1,1,6,0,0,3
Beachwood,Cities,NEW JERSEY,11219,17,10,1,4,2,0,4
Beacon,Cities,NEW YORK,14291,27,0,1,6,0,0,4
Beadle,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Beallsville,Cities,Pennsylvania,447,6,5,17,1,1,4,2
Bean Station,Cities,TENNESSEE,3085,27,0,1,6,0,0,3
Bear Creek,Cities,ALABAMA,993,4,0,24,1,0,6,2
Bear Lake,Nonmetropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Bear Valley,Cities,CALIFORNIA,5464,27,0,1,6,0,0,3
Bearden,Cities,ARKANSAS,884,27,0,1,6,0,0,2
Beardstown,Cities,ILLINOIS,5664,20,5,3,5,1,0,3
Beatrice,Cities,NEBRASKA,12340,27,0,1,6,0,0,4
Beattyville,Cities,KENTUCKY,1232,27,0,1,6,0,0,3
Beaufort,Cities,SOUTH CAROLINA,No Data,27,0,1,6,0,0,-1
Beaumont,Cities,TEXAS,45249,26,0,2,6,0,0,4
Beauregard,Nonmetropolitan Counties,LOUISIANA,No Data,4,4,20,1,0,5,-1
Beaver,Cities,OKLAHOMA,No Data,26,1,1,6,0,5,-1
Beaver Dam,Cities,KENTUCKY,16640,27,0,1,6,0,0,4
Beaver Dam Township,Cities,Wisconsin,3887,3,0,25,0,0,6,3
Beaver Falls,Cities,PENNSYLVANIA,8598,27,0,1,6,0,0,3
Beaver Meadows,Cities,PENNSYLVANIA,837,20,7,1,5,1,0,2
Beaver Township,Cities,OHIO,6492,25,0,3,6,0,0,3
Beavercreek,Cities,OHIO,46490,25,0,3,6,0,0,4
Beaverhead,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Beaverton,Cities,OREGON,1044,25,2,1,6,0,0,3
Beckemeyer,Cities,ILLINOIS,1043,5,3,20,1,0,5,3
Becker,Cities,Minnesota,4609,15,8,5,3,2,1,3
Becket,Cities,MASSACHUSETTS,1777,5,3,20,1,0,5,3
Beckham,Nonmetropolitan Counties,OKLAHOMA,No Data,27,0,1,6,0,0,-1
Beckley,Cities,WEST VIRGINIA,16940,20,0,8,5,0,2,4
Bedford,Cities,TEXAS,5882,27,0,1,6,0,0,3
Bedford Heights,Cities,Ohio,10608,1,3,24,0,0,6,4
Bedford Park,Cities,Illinois,584,3,1,24,0,0,6,2
Bedford Town,Cities,NEW YORK,18063,26,0,2,6,0,0,4
Bedminster Township,Cities,NEW JERSEY,7123,23,3,2,5,0,0,3
Bee,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Bee Cave,Cities,TEXAS,6891,27,0,1,6,0,0,3
Beebe,Cities,ARKANSAS,8269,27,0,1,6,0,0,3
Beech Bottom,Cities,West Virginia,496,13,2,13,3,0,0,2
Beech Grove,Cities,INDIANA,14592,20,0,8,5,0,2,4
Beech Mountain,Cities,NORTH CAROLINA,320,27,0,1,6,0,0,2
Beecher,Cities,ILLINOIS,4465,25,0,3,6,0,0,3
Beeville,Cities,TEXAS,13362,27,0,1,6,0,0,4
Beggs,Cities,OKLAHOMA,1242,27,0,1,6,0,0,3
Bel Air,Cities,MARYLAND,10200,24,0,4,6,0,1,4
Bel Aire,Cities,KANSAS,7574,26,0,2,6,0,0,3
Bel-Nor,Cities,MISSOURI,1479,27,0,1,6,0,0,3
Bel-Ridge,Cities,MISSOURI,2719,27,0,1,6,0,0,3
Belchertown,Cities,MASSACHUSETTS,14985,21,0,7,5,0,1,4
Belding,Cities,MICHIGAN,5772,27,0,1,6,0,0,3
Belen,Cities,NEW MEXICO,7247,4,3,21,1,0,5,3
Belfast,Cities,MAINE,6685,24,0,4,6,0,1,3
Belfield,Cities,NORTH DAKOTA,1115,22,0,6,5,0,1,3
Belgium,Cities,ILLINOIS,398,24,3,1,6,0,0,2
Belgrade,Cities,MONTANA,8146,27,0,1,6,0,0,3
Belgrade/Brooten,Cities,Minnesota,1504,4,3,21,1,0,5,3
Belhaven,Cities,NORTH CAROLINA,1586,27,0,1,6,0,0,3
Belington,Cities,WEST VIRGINIA,1935,20,3,5,5,0,1,3
Bell,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Bell Acres,Cities,PENNSYLVANIA,1396,24,3,1,6,0,0,3
Bell Gardens,Cities,CALIFORNIA,43316,25,0,3,6,0,0,4
Bell Township,Cities,Pennsylvania,2338,3,5,20,0,1,5,3
Bella Villa,Cities,MISSOURI,739,27,0,1,6,0,0,2
Bella Vista,Cities,ARKANSAS,28274,27,0,1,6,0,0,4
Bellaire,Cities,MICHIGAN,18859,27,0,1,6,0,0,4
Bellbrook,Cities,OHIO,7074,25,0,3,6,0,0,3
Belle,Cities,MISSOURI,1524,27,0,1,6,0,0,3
Belle Fourche,Cities,SOUTH DAKOTA,5714,26,0,2,6,0,0,3
Belle Glade,Cities,FLORIDA,17927,20,0,8,5,0,2,4
Belle Meade,Cities,TENNESSEE,3021,27,0,1,6,0,0,3
Belle Plaine,Cities,KANSAS,6968,25,2,1,6,0,0,3
Belleair,Cities,FLORIDA,3949,20,0,8,5,0,2,3
Belleair Beach,Cities,FLORIDA,1594,20,0,8,5,0,2,3
Belleair Bluffs,Cities,FLORIDA,2070,20,0,8,5,0,2,3
Bellefontaine,Cities,OHIO,13073,20,0,8,5,0,2,4
Bellefontaine Neighbors,Cities,MISSOURI,10788,27,0,1,6,0,0,4
Bellefonte,Cities,KENTUCKY,6260,18,9,1,4,2,0,3
Bellerive,Cities,MISSOURI,188,24,0,4,6,0,1,2
Belleview,Cities,FLORIDA,4600,20,0,8,5,0,2,3
Belleville,Cities,MICHIGAN,2433,27,0,1,6,0,0,3
Bellevue,Cities,KENTUCKY,8229,23,4,1,5,1,0,3
Bellflower,Cities,CALIFORNIA,358,27,0,1,6,0,0,2
Bellingham,Cities,WASHINGTON,16922,24,0,4,6,0,1,4
Bellmawr,Cities,NEW JERSEY,11380,27,0,1,6,0,0,4
Bellmead,Cities,TEXAS,10212,25,0,3,6,0,0,4
Bellows Falls,Cities,VERMONT,3030,26,0,2,6,0,0,3
Bells,Cities,TENNESSEE,2449,26,0,2,6,0,0,3
Bellville,Cities,OHIO,4296,26,1,1,6,0,0,3
Bellwood,Cities,ILLINOIS,1779,26,1,1,6,0,0,3
Belmar,Cities,NEW JERSEY,5694,25,1,2,6,0,0,3
Belmond,Cities,Iowa,2303,13,6,9,3,1,2,3
Belmont,Cities,CALIFORNIA,No Data,27,0,1,6,0,0,-1
Belmore,Cities,Ohio,142,3,5,20,0,1,5,2
Beloit,Cities,KANSAS,36878,27,0,1,6,0,0,4
Beloit Town,Cities,WISCONSIN,7672,27,0,1,6,0,0,3
Belpre,Cities,OHIO,6484,25,2,1,6,0,0,3
Belton,Cities,MISSOURI,20988,26,1,1,6,0,0,4
Beltrami,Nonmetropolitan Counties,MINNESOTA,No Data,19,5,4,4,1,1,-1
Belvedere,Cities,CALIFORNIA,2131,27,0,1,6,0,0,3
Belvidere,Cities,ILLINOIS,2593,27,0,1,6,0,0,3
Belzoni,Cities,MISSISSIPPI,2187,14,2,12,3,0,3,3
Bemidji,Cities,MINNESOTA,14690,18,4,6,4,1,1,4
Ben Avon,Cities,PENNSYLVANIA,1776,26,1,1,6,0,1,3
Ben Avon Heights,Cities,PENNSYLVANIA,377,26,1,1,6,0,1,2
Ben Hill,Nonmetropolitan Counties,GEORGIA,No Data,25,2,1,6,0,0,-1
Benbrook,Cities,TEXAS,22906,26,0,2,6,0,0,4
Bend,Cities,OREGON,89244,20,0,8,5,0,2,4
Bendersville,Cities,PENNSYLVANIA,645,15,0,13,3,0,3,2
Benewah,Nonmetropolitan Counties,IDAHO,No Data,26,0,2,6,0,0,-1
Benham,Cities,KENTUCKY,463,27,0,1,6,0,0,2
Benicia,Cities,CALIFORNIA,28400,26,0,2,6,0,0,4
Benld,Cities,Illinois,1490,18,2,8,4,0,2,3
Bennett,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Bennettsville,Cities,SOUTH CAROLINA,8514,25,0,3,6,0,0,3
Bennington,Cities,VERMONT,No Data,27,0,1,6,0,0,-1
Bensalem Township,Cities,PENNSYLVANIA,60362,25,2,1,6,0,0,4
Bensenville,Cities,Illinois,18454,15,0,13,3,0,3,4
Benson,Cities,MINNESOTA,No Data,27,0,1,6,0,0,-1
Bent,Nonmetropolitan Counties,COLORADO,No Data,26,0,2,6,0,0,-1
Bentley,Cities,KANSAS,522,19,8,1,4,2,0,2
Bentleyville,Cities,Pennsylvania,2514,2,1,25,0,0,6,3
Bentleyville Village,Cities,Ohio,855,3,8,17,0,2,4,2
Benton,Cities,ARKANSAS,No Data,27,0,1,6,0,0,-1
Benton Area,Cities,PENNSYLVANIA,1944,21,2,5,5,0,1,3
Benton Harbor,Cities,MICHIGAN,9963,16,5,7,4,1,1,3
Benton Township,Cities,MICHIGAN,14413,11,7,10,2,1,2,4
Bentonville,Cities,ARKANSAS,46458,19,0,9,4,0,2,4
Benwood,Cities,WEST VIRGINIA,1350,27,0,1,6,0,0,3
Benzie,Nonmetropolitan Counties,MICHIGAN,No Data,21,0,7,5,0,1,-1
Berea,Cities,KENTUCKY,15135,19,2,7,4,0,1,4
Beresford,Cities,South Dakota,1969,17,1,10,4,0,2,3
Bergenfield,Cities,NEW JERSEY,27646,24,0,4,6,0,1,4
Bergholz,Cities,OHIO,713,2,2,24,0,0,6,2
Berkeley,Cities,CALIFORNIA,9074,27,0,1,6,0,0,3
Berkeley Heights Township,Cities,NEW JERSEY,13548,27,0,1,6,0,0,4
Berkeley Township,Cities,NEW JERSEY,41684,21,1,6,5,0,1,4
Berkey,Cities,Ohio,237,2,2,24,0,0,6,2
Berkley,Cities,MICHIGAN,6678,27,0,1,6,0,0,3
Berks,Metropolitan Counties,PENNSYLVANIA,No Data,22,5,1,5,1,0,-1
Berks-Lehigh Regional,Cities,PENNSYLVANIA,31206,12,0,16,3,0,4,4
Berlin,Cities,MASSACHUSETTS,5400,27,0,1,6,0,0,3
Berlin Heights,Cities,Ohio,690,6,14,8,1,3,2,2
Berlin Township,Cities,NEW JERSEY,5419,27,0,1,6,0,0,3
Bern Township,Cities,PENNSYLVANIA,6967,26,1,1,6,0,0,3
Bernalillo,Metropolitan Counties,NEW MEXICO,No Data,9,2,17,2,0,4,-1
Bernards Township,Cities,NEW JERSEY,27024,24,1,3,6,0,0,4
Bernardston,Cities,MASSACHUSETTS,2096,25,2,1,6,0,0,3
Bernardsville,Cities,NEW JERSEY,7802,26,1,1,6,0,0,3
Berne,Cities,Indiana,4035,6,2,20,1,0,5,3
Bernice,Cities,LOUISIANA,1639,20,6,2,5,1,0,3
Bernie,Cities,MISSOURI,1949,26,1,1,6,0,0,3
Bernville,Cities,PENNSYLVANIA,950,9,6,13,2,1,3,2
Berrien,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,6,0,3,-1
Berrien Springs-Oronoko,Cities,MICHIGAN,9170,5,3,20,1,0,5,3
Berrien Springs-Oronoko Township,Cities,Michigan,9085,14,0,14,3,0,5,3
Berry,Cities,ALABAMA,1124,9,3,16,2,0,4,3
Berry Hill,Cities,TENNESSEE,549,27,0,1,6,0,0,2
Berryville,Cities,ARKANSAS,4323,27,0,1,6,0,0,3
Berthold,Cities,North Dakota,510,15,0,13,3,0,3,2
Berthoud,Cities,COLORADO,5316,14,1,13,3,0,3,3
Bertie,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Bertram,Cities,TEXAS,1398,27,0,1,6,0,0,3
Bertrand,Cities,Missouri,786,17,2,9,4,0,2,2
Berwick,Cities,LOUISIANA,10170,26,1,1,6,0,2,4
Berwyn,Cities,ILLINOIS,56305,21,3,4,5,0,1,4
Berwyn Heights,Cities,MARYLAND,3311,27,0,1,6,0,0,3
Bessemer,Cities,ALABAMA,1065,22,5,1,5,1,0,3
Bessemer City,Cities,North Carolina,5591,11,0,17,2,0,4,3
Bethalto,Cities,ILLINOIS,9314,27,0,1,6,0,0,3
Bethany,Cities,MISSOURI,19690,27,0,1,6,0,0,4
Bethany Beach,Cities,DELAWARE,1193,26,0,2,6,0,0,3
Bethel,Cities,CONNECTICUT,2782,27,0,1,6,0,0,3
Bethel Heights,Cities,Arkansas,2512,7,0,21,1,0,5,3
Bethel Park,Cities,PENNSYLVANIA,32077,26,1,1,6,0,5,4
Bethel Springs,Cities,TENNESSEE,724,8,0,20,2,0,5,2
"Bethel Township, Armstrong County",Cities,PENNSYLVANIA,1176,21,3,4,5,0,1,3
"Bethel Township, Berks County",Cities,PENNSYLVANIA,4136,26,1,1,6,0,1,3
"Bethel Township, Delaware County",Cities,PENNSYLVANIA,9239,24,3,1,6,0,0,3
Bethesda,Cities,OHIO,1243,18,9,1,4,2,0,3
Bethlehem,Cities,NEW HAMPSHIRE,2410,25,2,1,6,0,0,3
Bethlehem Town,Cities,NEW YORK,35148,26,1,1,6,0,0,4
Bethlehem Township,Cities,PENNSYLVANIA,23869,25,2,1,6,0,0,4
Bethune,Cities,SOUTH CAROLINA,347,21,2,5,5,0,1,2
Bettendorf,Cities,IOWA,35946,20,0,8,5,0,2,4
Beulah,Cities,NORTH DAKOTA,3450,25,0,3,6,0,0,3
Beulaville,Cities,NORTH CAROLINA,1335,27,0,1,6,0,0,3
Beverly,Cities,MASSACHUSETTS,2555,23,4,1,5,1,0,3
Beverly Hills,Cities,CALIFORNIA,2034,27,0,1,6,0,0,3
Bexar,Metropolitan Counties,TEXAS,No Data,25,0,3,6,0,0,-1
Bexley,Cities,OHIO,13775,23,0,5,5,0,1,4
Bibb,Metropolitan Counties,GEORGIA,No Data,12,7,9,3,1,2,-1
Bicknell,Cities,Indiana,2880,4,0,24,1,0,6,3
Biddeford,Cities,MAINE,21285,21,0,7,5,0,1,4
Bienville,Nonmetropolitan Counties,Louisiana,No Data,7,4,17,1,1,4,-1
Big Bear ,Cities,California,5250,3,0,25,0,0,6,3
Big Bear Lake,Cities,CALIFORNIA,5209,23,0,5,5,0,1,3
Big Bend,Cities,WISCONSIN,1318,27,0,1,6,0,0,3
Big Cabin,Cities,Oklahoma,261,3,0,25,0,0,6,2
Big Horn,Nonmetropolitan Counties,MONTANA,No Data,27,0,1,6,0,0,-1
Big Horn ,Nonmetropolitan Counties,Montana,No Data,2,2,24,0,0,6,-1
Big Lake,Cities,Minnesota,10421,16,3,9,4,0,2,4
Big Rapids,Cities,MICHIGAN,10389,27,0,1,6,0,0,4
Big Sandy,Cities,TENNESSEE,1380,27,0,1,6,0,0,3
Big Spring,Cities,TEXAS,29189,27,0,1,6,0,0,4
Big Stone,Nonmetropolitan Counties,Minnesota,No Data,17,2,9,4,0,2,-1
Big Stone Gap,Cities,VIRGINIA,5378,26,0,2,6,0,0,3
Big Water,Cities,UTAH,465,26,1,1,6,0,0,2
Biggs,Cities,CALIFORNIA,1703,27,0,1,6,0,0,3
Biglerville,Cities,PENNSYLVANIA,1211,27,0,1,6,0,0,3
Billerica,Cities,MASSACHUSETTS,42965,20,0,8,5,0,2,4
Billings,Cities,MONTANA,No Data,27,0,1,6,0,0,-1
Biloxi,Cities,Mississippi,45952,15,0,13,3,0,3,4
Biltmore Forest,Cities,NORTH CAROLINA,1461,27,0,1,6,0,0,3
Bingen,Cities,WASHINGTON,722,27,0,1,6,0,0,2
Bingham,Nonmetropolitan Counties,IDAHO,No Data,27,0,1,6,0,0,-1
Binghamton,Cities,NEW YORK,45780,24,0,4,6,0,1,4
Birch Run,Cities,MICHIGAN,1465,27,0,1,6,0,0,3
Birch Tree,Cities,MISSOURI,658,27,0,1,6,0,0,2
Birdsboro,Cities,PENNSYLVANIA,5158,26,1,1,6,0,0,3
Birmingham,Cities,MICHIGAN,21012,23,1,4,5,0,1,4
Birmingham Township,Cities,PENNSYLVANIA,4272,26,1,1,6,0,1,3
Bisbee,Cities,ARIZONA,5132,25,2,1,6,0,0,3
Biscayne Park,Cities,FLORIDA,3205,20,0,8,5,0,2,3
Biscoe,Cities,NORTH CAROLINA,1689,27,0,1,6,0,0,3
Bishop,Cities,CALIFORNIA,3154,27,0,1,6,0,0,3
Bishopville,Cities,SOUTH CAROLINA,3237,27,0,1,6,0,0,3
Bismarck,Cities,NORTH DAKOTA,1491,27,0,1,6,0,0,3
Bixby,Cities,OKLAHOMA,25453,23,2,3,5,0,0,4
Black Butte,Cities,OREGON,No Data,27,0,1,6,0,0,-1
Black Creek,Cities,NORTH CAROLINA,767,27,0,1,6,0,0,2
Black Diamond,Cities,WASHINGTON,4420,26,0,2,6,0,0,3
Black Hawk,Cities,COLORADO,No Data,27,0,1,6,0,0,-1
Black Mountain,Cities,NORTH CAROLINA,8368,25,0,3,6,0,0,3
Black River,Cities,New York,1328,23,0,5,5,0,1,3
Black River Falls,Cities,WISCONSIN,3557,27,0,1,6,0,0,3
Black Rock,Cities,Arkansas,618,8,3,17,2,0,4,2
Blackburn,Cities,MISSOURI,250,27,0,1,6,0,0,2
Blackduck,Cities,Minnesota,778,17,2,9,4,0,2,2
Blackfoot,Cities,IDAHO,11700,26,0,2,6,0,0,4
Blackford,Nonmetropolitan Counties,INDIANA,No Data,17,3,8,4,0,2,-1
Blacklick Township,Cities,PENNSYLVANIA,1924,23,4,1,5,1,0,3
Blackman Township,Cities,MICHIGAN,37522,18,0,10,4,0,2,4
Blacksburg,Cities,SOUTH CAROLINA,44528,26,0,2,6,0,0,4
Blackshear,Cities,GEORGIA,3608,24,3,1,6,0,0,3
Blackstone,Cities,MASSACHUSETTS,3467,27,0,1,6,0,0,3
Blackville,Cities,SOUTH CAROLINA,2273,26,0,2,6,0,0,3
Blackwell,Cities,OKLAHOMA,6837,26,0,2,6,0,0,3
Bladen,Nonmetropolitan Counties,NORTH CAROLINA,No Data,26,0,2,6,0,0,-1
Bladenboro,Cities,NORTH CAROLINA,1721,27,0,1,6,0,0,3
Bladensburg,Cities,MARYLAND,9735,27,0,1,6,0,0,3
Blades,Cities,DELAWARE,1377,27,0,1,6,0,0,3
Blaine,Cities,MINNESOTA,5130,24,3,1,6,0,0,3
Blair,Cities,NEBRASKA,1348,27,0,1,6,0,0,3
Blair Township,Cities,PENNSYLVANIA,4564,23,4,1,5,1,0,3
Blairstown Township,Cities,NEW JERSEY,5791,25,0,3,6,0,0,3
Blairsville,Cities,GEORGIA,3304,19,8,1,4,2,0,3
Blakely,Cities,PENNSYLVANIA,6289,26,1,1,6,0,0,3
Blanchard,Cities,OKLAHOMA,2941,24,2,2,6,0,0,3
Blanchardville,Cities,Wisconsin,817,23,0,5,5,0,1,2
Blanchester,Cities,OHIO,4249,23,0,5,5,0,1,3
Blanco,Cities,TEXAS,No Data,27,0,1,6,0,0,-1
Bland,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Blanding,Cities,UTAH,3876,26,1,1,6,0,0,3
Blandinsville,Cities,ILLINOIS,614,27,0,1,6,0,0,2
Blawnox,Cities,PENNSYLVANIA,1413,26,1,1,6,0,0,3
Bleckley,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
Bledsoe,Nonmetropolitan Counties,TENNESSEE,No Data,25,0,3,6,0,0,-1
Blendon Township,Cities,Ohio,8081,8,4,16,2,1,4,3
Blissfield,Cities,Michigan,3239,21,1,6,5,0,1,3
Bloomburg,Cities,TEXAS,397,16,3,9,4,0,2,2
